distance_km,lead_time_days,supplier_count,transport_mode,weather_risk_score,port_congestion_index,predicted_delay_days
3544.3,82.6,37,Rail,32.8,5.3,9.54
209.0,29.6,18,Rail,59.8,5.9,3.96
483.9,55.6,29,Road,71.6,3.2,6.17
3666.3,44.6,27,Road,75.5,0.5,10.33
2807.9,84.8,38,Road,39.6,5.8,10.36
863.5,46.0,20,Road,89.9,1.5,6.24
1824.6,86.4,21,Air,94.2,3.4,7.24
2426.3,18.3,29,Multimodal,19.6,5.8,9.55
3797.0,31.4,15,Rail,91.1,2.1,8.04
276.6,70.4,22,Road,71.3,5.4,6.26
2687.3,70.6,23,Air,88.8,7.1,7.04
3228.1,66.0,4,Rail,42.5,0.7,7.17
4400.6,77.4,24,Road,66.1,6.2,12.16
3633.2,63.4,14,Air,23.5,5.1,4.92
1246.6,57.4,37,Sea,75.1,1.0,10.66
3194.6,41.6,21,Sea,58.2,7.1,14.66
3435.9,42.3,39,Sea,48.1,3.1,15.15
3285.2,36.9,13,Road,69.3,1.8,8.67
3691.5,56.0,19,Road,55.2,2.8,9.48
4067.3,36.9,26,Rail,76.5,5.5,8.76
447.4,13.7,36,Road,85.8,5.8,5.1
475.9,10.0,33,Road,80.1,1.7,4.68
3584.8,83.2,16,Sea,30.8,9.4,16.99
1139.4,2.7,19,Sea,97.6,3.3,8.35
268.1,9.9,37,Rail,65.0,2.7,4.39
1808.5,40.4,14,Sea,32.3,1.9,9.76
3690.3,24.0,30,Sea,4.3,1.2,12.74
573.9,36.8,31,Rail,98.8,9.8,6.31
3024.9,11.0,20,Road,59.9,6.7,7.44
21.3,12.2,7,Road,22.8,7.9,1.76
498.3,72.2,37,Road,49.1,4.0,7.04
1582.1,68.4,2,Road,39.8,4.1,6.37
380.8,9.8,22,Road,95.1,9.9,4.52
3807.3,60.3,13,Road,49.3,2.0,9.93
3889.0,55.0,38,Rail,48.5,3.3,9.32
3401.3,64.3,31,Air,79.5,2.0,6.94
1094.9,43.0,1,Road,39.1,2.8,4.56
2357.0,24.7,13,Sea,19.7,6.6,10.87
832.9,59.9,17,Rail,76.8,3.1,5.99
1269.3,33.7,4,Road,91.0,8.8,5.9
2324.4,20.1,31,Air,4.6,0.5,3.17
3308.9,37.1,33,Rail,86.0,3.5,8.67
430.5,68.8,14,Road,43.8,8.6,5.4
1338.7,43.1,21,Sea,28.9,6.2,9.77
4170.2,27.3,22,Road,3.9,7.7,8.3
1933.9,75.0,5,Rail,20.6,3.2,6.0
4225.2,79.4,37,Road,33.3,3.7,12.03
4461.3,39.3,32,Sea,7.1,8.9,17.31
2372.3,34.0,3,Road,18.9,7.5,5.31
1299.8,55.3,13,Rail,73.7,3.8,6.27
3559.5,5.7,11,Road,68.7,2.2,7.13
721.1,62.4,38,Rail,77.0,1.1,7.29
1138.0,70.5,24,Sea,16.5,8.6,11.21
3533.0,36.1,9,Rail,4.3,7.0,5.39
1954.2,16.1,13,Rail,46.9,6.1,4.61
910.9,3.1,22,Rail,34.3,7.8,3.24
2931.8,57.5,18,Air,77.7,9.1,5.92
3298.8,24.6,10,Rail,53.9,7.6,6.28
567.2,42.0,12,Sea,93.1,4.2,8.43
1250.0,35.1,30,Sea,6.1,1.8,8.2
999.6,16.2,19,Road,36.4,7.1,4.07
1712.4,46.0,19,Road,40.5,2.5,6.09
3436.7,41.6,10,Road,12.6,7.8,7.64
3213.1,56.4,1,Sea,58.3,3.4,13.75
2983.0,23.0,7,Road,4.0,1.6,5.94
33.3,19.7,11,Rail,71.3,2.5,3.46
643.9,73.4,4,Sea,3.7,2.7,7.43
1008.7,63.3,36,Road,87.3,3.8,7.88
1227.4,69.6,21,Rail,6.5,2.6,5.45
663.2,11.5,22,Road,45.6,2.3,3.87
1849.4,20.6,10,Road,15.5,3.9,4.59
342.9,52.0,23,Sea,13.3,8.7,8.5
3376.3,77.2,5,Road,72.1,0.7,9.82
3545.8,80.3,12,Road,77.4,3.0,10.56
2586.3,75.0,30,Air,73.9,5.6,6.84
408.2,4.4,33,Road,40.4,8.7,3.46
4005.9,74.0,37,Multimodal,99.1,2.8,15.6
4345.5,81.0,18,Multimodal,34.0,3.5,14.65
914.6,5.6,4,Road,24.5,8.0,2.35
3172.4,37.8,27,Road,99.7,3.7,9.59
3789.5,48.5,23,Sea,97.7,8.5,17.67
2431.6,21.3,6,Rail,59.2,4.6,5.01
1458.3,46.7,7,Road,20.9,5.7,4.78
2156.1,79.8,19,Sea,23.8,5.6,12.59
2307.6,78.1,15,Road,52.1,1.2,8.63
1805.9,84.6,22,Air,77.6,3.5,6.78
4184.6,43.8,32,Road,7.7,2.4,9.45
3348.8,37.2,15,Road,68.8,6.8,8.96
1089.7,60.1,6,Road,10.3,9.3,4.65
2637.1,37.8,6,Multimodal,84.4,2.1,10.03
3100.7,4.3,6,Rail,53.2,0.9,4.92
635.0,64.9,12,Sea,99.0,5.1,10.05
1616.1,25.6,2,Road,75.3,3.9,5.35
4075.4,4.9,25,Road,49.7,0.4,8.34
2554.4,2.3,4,Road,14.1,9.2,4.82
980.4,83.9,6,Rail,54.2,9.4,6.12
556.9,23.1,37,Rail,11.4,8.5,4.15
2334.4,40.6,38,Rail,90.5,2.8,8.0
2466.8,85.6,14,Road,23.0,1.2,8.22
1508.2,42.3,19,Multimodal,86.5,5.9,9.95
2838.7,7.5,7,Road,30.4,2.8,5.83
313.7,49.9,18,Multimodal,22.2,2.0,5.52
657.4,8.4,8,Road,30.4,6.4,2.75
2460.5,9.0,28,Rail,70.8,7.5,5.84
282.9,76.7,21,Road,52.5,5.3,6.07
3964.7,26.4,35,Road,10.7,3.2,8.99
643.9,61.2,10,Rail,13.7,5.1,4.4
3034.3,46.0,28,Road,37.9,6.0,8.87
1763.5,20.4,19,Road,33.9,0.5,4.94
1802.0,46.8,35,Sea,85.2,4.4,12.54
3443.2,6.7,28,Rail,57.2,6.0,6.75
2250.1,31.6,3,Sea,18.7,1.3,8.93
3266.8,47.3,39,Road,2.8,4.5,8.88
2275.8,20.9,27,Rail,10.2,3.5,4.89
2670.1,59.6,17,Rail,70.0,8.7,7.69
3424.4,5.1,15,Road,84.7,4.9,7.75
2734.9,43.9,39,Rail,78.3,4.3,8.73
2772.2,64.5,22,Road,79.0,2.4,9.43
3552.5,39.0,20,Road,26.1,9.6,8.39
4271.1,78.8,27,Road,98.9,9.6,12.92
1698.3,57.1,35,Road,8.6,3.7,7.06
2599.1,86.3,5,Rail,82.1,9.3,8.36
392.8,25.9,2,Rail,9.7,6.2,1.97
1617.8,84.5,20,Multimodal,26.8,7.8,10.74
1857.2,54.8,7,Sea,49.5,0.9,9.62
3759.4,67.2,36,Road,5.3,0.2,10.18
2312.7,81.2,8,Air,39.4,5.1,5.58
3291.1,49.8,27,Air,35.0,0.8,5.17
90.4,77.7,6,Road,64.7,8.9,5.31
2092.9,49.0,24,Rail,71.8,8.2,7.29
4056.4,54.1,36,Multimodal,9.0,7.1,14.15
1013.3,40.3,5,Rail,3.8,0.3,3.52
146.7,13.5,20,Air,77.6,4.6,3.68
1953.2,50.0,20,Road,52.8,0.8,6.93
3171.4,88.0,34,Road,53.5,9.3,11.31
2047.8,71.0,39,Road,98.1,6.1,9.89
2072.6,67.4,10,Rail,43.8,1.6,6.41
3015.8,58.1,3,Sea,19.6,5.6,13.11
1148.5,31.6,34,Multimodal,68.1,1.2,7.87
3384.7,15.7,35,Road,81.6,1.5,9.14
693.2,20.6,37,Road,50.2,0.8,5.38
1783.9,1.1,38,Sea,69.2,8.7,11.52
2953.8,60.8,23,Rail,51.4,5.5,8.03
3728.5,73.2,37,Road,40.7,3.3,11.15
3562.9,24.6,21,Rail,3.4,0.0,5.88
3249.0,8.7,27,Sea,17.4,4.7,12.48
1619.1,30.5,1,Sea,48.0,5.1,9.18
554.8,26.6,9,Rail,39.7,3.4,3.17
979.7,40.9,3,Road,84.3,4.8,5.35
3892.4,24.1,38,Multimodal,10.8,1.0,11.28
3858.7,30.9,36,Rail,5.0,9.2,7.05
4282.3,81.7,34,Road,8.7,2.6,11.54
346.6,30.5,30,Road,67.8,9.5,5.07
2418.0,70.8,31,Sea,59.4,4.9,14.13
2920.8,56.5,30,Road,63.2,8.6,9.57
3199.4,30.7,16,Road,15.7,5.8,7.16
2899.2,73.7,29,Rail,51.6,8.4,8.51
3466.2,53.8,6,Road,76.8,0.1,9.17
1620.8,1.3,14,Rail,68.4,1.9,4.1
811.6,6.7,10,Road,43.9,3.5,3.17
924.6,67.9,24,Rail,10.4,3.0,5.43
58.8,40.5,36,Road,87.1,9.5,5.75
1579.7,36.8,24,Road,52.6,3.9,6.21
417.4,13.6,7,Road,89.0,9.7,3.71
1450.1,14.6,37,Multimodal,43.9,6.5,8.62
2828.8,71.9,38,Air,23.7,8.4,6.29
4025.7,74.7,25,Road,30.7,3.9,11.07
3779.0,50.6,34,Sea,41.8,1.9,15.59
1140.8,26.9,1,Rail,61.4,0.5,3.99
607.7,84.0,28,Multimodal,76.9,6.6,9.95
872.9,56.3,29,Road,24.3,9.7,5.68
4369.6,71.8,32,Rail,18.8,1.2,9.46
2474.9,0.8,5,Road,20.3,7.7,4.48
825.3,40.8,34,Road,93.4,3.6,6.65
3784.2,78.4,26,Multimodal,16.4,9.9,15.06
1781.4,30.8,13,Rail,34.6,8.7,4.67
4047.0,65.5,12,Road,48.6,2.3,10.44
1176.7,59.4,22,Road,55.6,7.7,6.56
1772.5,14.1,9,Sea,85.8,7.3,10.7
2274.7,69.9,6,Rail,11.3,7.6,5.99
4017.3,10.6,36,Road,10.8,0.8,8.2
3910.1,65.6,10,Multimodal,31.6,8.1,13.77
2586.7,89.2,37,Road,41.3,2.6,10.18
1001.9,86.2,32,Road,37.4,5.9,7.6
1818.1,72.1,4,Air,39.2,1.2,4.5
4390.5,48.3,4,Road,85.1,5.6,10.25
2736.9,60.9,13,Road,83.7,9.1,8.91
3516.0,65.7,16,Rail,80.6,1.8,9.0
2027.1,1.3,26,Sea,75.5,8.6,11.92
2396.4,9.7,33,Road,4.0,4.4,5.83
1933.1,53.9,4,Multimodal,14.9,3.2,8.13
3164.6,1.1,26,Sea,73.2,0.6,12.11
3832.4,81.8,9,Road,59.5,5.3,10.8
2285.6,44.3,11,Sea,67.4,2.0,11.44
2166.5,23.6,5,Road,71.7,9.4,6.2
1534.6,35.7,38,Road,91.1,2.4,7.84
801.0,76.6,32,Sea,63.5,5.9,11.31
4226.9,83.5,29,Multimodal,27.6,5.6,15.34
1425.8,10.9,38,Road,8.3,3.4,4.89
3604.1,70.1,28,Road,43.2,8.5,10.55
3220.5,52.3,24,Rail,71.0,1.8,8.11
3560.2,52.9,19,Road,28.2,8.2,9.15
4215.8,70.3,1,Road,12.0,2.1,9.48
2807.1,20.4,5,Road,99.9,0.4,7.52
4041.3,48.0,23,Rail,41.9,9.4,8.31
758.8,29.1,19,Road,21.6,6.4,4.06
2822.1,9.0,2,Road,16.5,6.3,5.01
3476.4,9.9,2,Sea,86.3,2.7,12.43
1226.0,12.7,9,Sea,82.0,1.4,7.53
3334.7,55.5,18,Rail,61.3,7.1,8.16
3504.3,10.0,16,Road,54.7,5.2,7.6
3741.2,51.5,39,Rail,95.1,3.2,9.92
1411.4,53.2,9,Road,22.8,3.2,5.26
3068.8,81.4,23,Road,41.5,8.9,9.93
1372.6,56.6,33,Sea,2.5,8.9,11.35
3327.0,88.7,38,Road,41.9,2.7,11.21
2086.1,3.3,34,Road,38.4,7.9,5.91
2691.0,63.5,26,Road,94.9,2.3,10.4
1874.2,2.9,17,Road,35.8,8.1,4.95
733.1,65.8,14,Road,83.5,1.3,6.16
805.2,35.0,13,Multimodal,76.7,7.6,7.81
353.7,55.2,22,Road,14.7,5.6,4.7
2783.2,28.2,18,Road,96.3,1.2,8.48
3819.6,14.7,20,Road,63.1,6.2,8.63
98.7,65.3,30,Multimodal,59.7,1.9,7.16
302.7,81.5,35,Rail,1.2,1.9,5.76
2061.3,16.9,33,Road,69.9,4.5,6.95
3321.1,82.9,17,Air,5.6,9.6,5.49
713.9,13.0,35,Road,18.5,8.9,3.96
1226.1,66.3,12,Road,9.9,8.3,5.62
1047.9,86.4,2,Road,37.8,8.5,6.07
1798.7,13.7,34,Road,79.6,5.0,6.92
1016.4,39.4,12,Road,70.7,3.7,5.5
1589.9,30.7,26,Rail,10.7,8.8,4.49
3279.8,35.3,32,Road,79.8,0.8,9.88
2751.5,67.9,21,Rail,46.1,10.0,7.55
369.9,59.7,5,Road,3.3,5.5,3.73
2871.7,87.2,28,Road,22.4,5.4,9.77
2149.5,17.1,23,Road,78.5,2.9,6.97
4205.9,49.1,32,Multimodal,73.3,1.7,14.1
1305.4,40.7,5,Road,18.8,6.8,4.36
3269.1,82.7,35,Rail,3.8,3.6,8.59
3290.2,1.5,6,Road,29.5,3.0,5.72
1000.6,89.0,19,Road,79.5,1.6,8.05
4065.0,43.4,6,Road,93.8,5.4,10.04
2212.9,56.5,14,Road,57.3,5.9,7.3
3056.6,32.7,3,Road,9.1,4.4,6.52
660.6,76.8,11,Road,50.2,0.1,5.99
1163.8,50.8,39,Sea,99.9,4.9,12.02
2639.6,59.8,24,Road,93.9,2.7,9.55
1439.0,58.6,18,Rail,99.3,1.4,7.27
2251.1,33.1,31,Road,69.9,5.8,7.97
1686.2,7.3,10,Rail,42.6,6.7,3.53
2884.3,72.8,26,Rail,89.3,5.2,9.36
2194.7,26.4,29,Road,89.5,6.1,7.69
25.7,76.5,2,Road,14.4,6.1,3.62
2925.3,55.0,30,Sea,77.5,1.2,14.02
1902.4,32.2,39,Air,91.9,2.2,6.24
1540.9,53.7,10,Road,89.9,0.1,7.2
428.2,58.3,12,Road,70.7,9.8,5.38
995.6,63.7,20,Air,53.7,2.1,5.39
1010.9,74.1,19,Road,77.7,8.1,7.2
4209.5,14.8,6,Rail,51.6,7.8,6.16
1949.1,85.0,23,Road,32.1,7.1,8.15
194.1,37.3,19,Road,25.9,4.5,3.86
629.0,77.5,31,Rail,54.1,5.8,7.04
360.3,20.2,33,Rail,45.6,1.9,4.16
2652.0,3.1,2,Road,52.4,1.1,5.29
843.9,51.8,15,Rail,26.1,3.5,4.7
2246.0,29.6,11,Sea,59.1,8.3,11.87
1668.4,88.6,26,Rail,66.2,5.6,8.28
3618.4,9.8,18,Road,80.7,7.6,8.29
1445.6,4.7,1,Rail,59.0,8.9,3.33
2064.9,4.5,32,Sea,75.6,5.6,11.51
3247.2,19.9,4,Sea,16.9,3.7,11.69
1952.9,52.3,22,Rail,12.1,8.6,5.48
3570.5,45.7,36,Road,18.0,2.3,9.41
2979.3,31.8,29,Sea,84.6,0.2,13.3
1850.3,8.4,36,Rail,55.6,0.5,5.49
2270.4,21.4,33,Road,45.5,5.8,6.9
4352.6,17.0,39,Road,76.2,8.9,10.61
2978.9,67.2,14,Road,12.4,5.6,7.86
4073.0,70.3,37,Rail,0.6,4.1,8.96
808.5,70.0,5,Road,31.1,5.8,5.05
2177.1,87.2,22,Rail,24.9,6.7,7.35
4089.4,79.6,5,Air,30.7,7.6,5.49
1455.1,45.1,37,Sea,97.4,3.5,11.91
4354.7,37.6,38,Air,56.8,3.9,6.19
441.4,82.5,34,Multimodal,58.9,0.2,8.42
4062.5,55.2,15,Road,65.6,6.5,10.39
2006.2,26.8,37,Rail,39.8,7.8,6.06
336.5,51.0,27,Road,97.9,5.1,6.26
3958.4,89.3,1,Air,97.3,3.8,7.01
1137.5,76.5,29,Road,76.9,3.3,7.99
105.0,25.7,8,Multimodal,21.2,6.5,4.63
615.5,85.8,33,Rail,88.0,3.3,7.96
2967.7,88.3,7,Sea,10.1,6.0,13.98
4400.3,21.2,29,Road,63.0,9.3,10.4
506.0,80.7,31,Road,45.7,3.3,7.0
2081.5,79.5,38,Sea,3.9,0.7,11.64
817.0,4.1,8,Road,90.4,8.7,4.04
3353.9,60.4,31,Sea,96.1,2.7,16.13
535.7,27.8,37,Road,90.7,9.9,6.03
1083.1,60.9,15,Rail,19.2,8.4,4.87
887.8,82.3,32,Road,33.3,4.3,6.89
2488.6,45.1,26,Rail,95.6,6.3,7.94
3930.0,37.6,11,Rail,10.6,2.8,6.27
2302.4,83.0,23,Road,58.3,0.8,9.19
266.8,87.7,34,Road,48.6,5.3,6.92
2537.4,6.1,33,Road,15.2,4.2,6.17
3589.9,83.1,17,Rail,88.7,9.7,9.99
599.0,7.9,33,Rail,13.4,6.0,3.15
331.8,30.7,2,Sea,59.3,7.5,7.1
849.2,68.8,4,Rail,31.8,1.4,4.94
3358.7,70.0,12,Road,41.8,7.2,9.51
2664.6,65.5,29,Road,21.1,0.6,8.53
2435.0,4.0,39,Road,62.5,6.1,7.21
1126.4,12.4,19,Road,98.9,8.4,5.29
1498.4,84.3,2,Multimodal,83.4,4.8,9.88
4346.7,7.8,7,Air,68.3,2.2,3.92
1086.6,7.5,22,Road,75.6,4.4,4.93
4057.9,75.3,11,Rail,83.9,8.4,9.41
2614.5,57.9,33,Sea,47.3,7.1,14.22
559.2,32.0,20,Road,56.7,6.1,4.83
2105.6,15.3,5,Road,89.5,6.9,5.94
4268.7,79.6,4,Road,69.6,8.3,11.05
1886.5,89.0,14,Rail,13.6,1.5,6.65
3885.9,5.0,3,Multimodal,78.0,8.4,12.18
1157.6,50.1,18,Rail,2.3,8.1,4.59
2571.3,23.9,27,Road,84.8,4.8,8.02
3798.1,75.0,4,Road,78.8,4.0,10.39
4143.5,31.5,3,Sea,83.1,9.3,17.03
2188.8,64.5,27,Sea,2.4,8.2,12.77
2880.4,48.8,28,Rail,97.2,9.9,8.58
18.4,49.0,22,Rail,61.4,6.4,4.7
1143.2,77.3,29,Road,80.0,0.3,8.29
1257.8,42.6,16,Sea,56.7,1.5,9.07
425.3,76.2,35,Sea,34.0,8.2,10.4
1262.2,33.0,19,Road,29.6,6.4,4.71
1448.4,16.1,30,Sea,7.0,2.0,7.92
4359.6,41.3,15,Road,54.3,0.1,10.28
3010.4,45.1,5,Road,14.4,2.6,6.79
1919.9,43.3,31,Road,56.8,1.4,7.9
4446.3,72.8,31,Road,62.5,8.8,12.28
693.8,51.0,9,Road,44.2,8.8,4.46
2144.9,80.0,13,Road,15.6,8.4,7.42
2913.5,46.5,21,Rail,43.3,0.9,6.7
254.8,20.6,31,Rail,87.9,1.4,4.93
3227.9,12.1,1,Road,45.8,1.4,6.42
453.9,78.2,13,Road,34.3,2.6,5.4
635.6,5.5,34,Rail,63.0,0.7,4.54
722.8,11.0,36,Road,61.9,9.8,4.83
4180.4,6.2,16,Road,9.1,8.6,7.18
3076.1,38.4,10,Air,23.6,0.7,3.6
2951.1,48.2,38,Sea,49.4,1.4,13.74
2501.9,2.3,34,Air,36.6,2.6,3.44
1321.2,46.6,25,Rail,32.0,7.8,5.32
2795.9,35.7,1,Road,44.6,7.1,6.71
1848.6,69.7,12,Rail,29.0,6.3,6.4
658.6,74.8,22,Road,34.7,9.1,5.88
3104.7,61.8,22,Road,77.4,0.4,9.63
587.5,42.9,2,Road,51.0,1.6,3.83
862.1,19.8,8,Sea,87.3,1.9,7.48
3680.6,76.3,33,Road,94.9,0.6,12.0
2972.2,31.1,5,Air,92.2,6.2,4.56
2841.3,32.4,10,Air,25.4,2.1,3.36
1884.8,82.5,3,Rail,47.3,4.8,6.74
1786.3,87.8,11,Sea,53.5,6.9,13.27
3107.7,80.9,30,Rail,85.2,6.0,9.63
3331.3,89.8,28,Sea,55.9,2.9,16.02
2298.4,78.3,5,Road,25.3,4.1,7.65
4361.9,63.5,12,Sea,54.8,3.4,16.87
4300.9,26.8,29,Rail,4.4,8.5,7.16
1858.9,85.8,26,Multimodal,83.4,4.2,11.66
3693.7,79.0,29,Rail,56.6,0.6,9.47
2447.0,22.0,29,Rail,65.2,6.2,6.61
2305.3,44.3,14,Sea,20.1,2.0,10.45
252.1,6.8,36,Sea,55.8,3.4,6.9
2585.0,85.8,35,Rail,53.1,3.3,9.11
4053.1,51.8,8,Road,62.0,0.7,9.78
3511.7,22.4,16,Rail,84.7,9.5,7.57
3539.5,26.7,5,Multimodal,76.5,5.5,11.58
723.9,88.3,16,Sea,54.7,1.6,9.63
1616.2,55.6,13,Sea,89.3,5.6,11.55
1053.3,38.2,8,Road,35.8,4.5,4.36
1425.0,45.2,26,Rail,49.3,3.4,6.09
2610.0,9.3,5,Rail,64.9,4.7,4.69
1644.7,7.2,9,Sea,44.1,6.7,9.13
2525.3,53.5,38,Road,36.1,2.0,8.64
1976.1,46.3,2,Air,11.2,5.4,2.75
1293.3,32.6,7,Rail,63.6,8.1,4.7
433.8,51.2,30,Road,19.3,2.2,4.79
4013.8,7.0,17,Road,13.8,5.2,7.25
56.1,85.0,31,Road,18.2,9.7,5.65
12.4,26.8,1,Rail,68.8,8.0,2.94
3721.5,6.9,28,Road,13.8,5.9,7.23
4485.7,15.7,30,Road,97.6,7.5,10.54
3273.3,9.0,31,Sea,75.9,5.3,14.17
73.7,16.5,24,Road,39.3,9.9,3.19
1024.0,37.8,31,Road,59.3,1.7,5.98
4373.3,66.6,11,Rail,0.8,7.2,7.65
3639.7,24.9,16,Rail,84.5,0.1,7.64
2552.8,39.5,9,Sea,27.1,1.3,10.46
1069.7,83.6,30,Road,7.2,7.2,6.76
69.6,27.0,12,Sea,75.8,7.6,7.69
98.8,71.6,16,Rail,33.0,0.4,5.04
2755.9,14.6,33,Road,56.8,3.3,7.78
103.1,16.5,6,Road,84.4,1.2,3.37
4471.4,41.3,1,Road,77.6,8.9,10.05
829.3,21.5,13,Road,33.7,4.5,3.6
3199.6,81.3,37,Sea,86.9,4.4,17.01
702.0,5.0,35,Rail,38.9,8.2,4.04
2432.7,54.0,26,Road,50.0,7.0,8.34
367.3,54.6,9,Road,61.2,9.2,4.83
3451.7,6.4,17,Road,7.1,9.4,6.44
2634.2,66.1,38,Rail,59.7,3.1,8.61
392.3,42.5,35,Road,57.7,6.5,5.39
3819.4,65.2,25,Rail,87.3,5.4,9.61
2463.8,74.5,7,Road,35.4,6.0,7.82
4147.6,29.4,31,Rail,24.2,6.3,7.4
4125.2,43.9,32,Air,47.7,0.6,5.98
4142.7,23.8,19,Road,68.7,9.0,9.74
354.6,18.5,17,Rail,56.2,1.4,3.77
548.7,0.6,6,Multimodal,13.8,4.2,3.86
4444.7,86.7,25,Road,34.8,2.9,11.81
2196.8,40.0,33,Rail,6.4,5.5,5.97
1075.8,1.7,19,Road,73.9,9.6,4.44
3464.6,1.3,15,Rail,88.3,4.1,6.29
1193.0,26.3,35,Road,4.6,6.0,4.83
3273.8,1.7,32,Multimodal,52.5,1.4,10.03
3768.6,34.0,38,Sea,56.6,4.6,15.9
3530.3,6.1,36,Sea,43.9,9.2,14.97
1236.8,4.0,32,Sea,50.3,9.3,9.72
1810.3,60.4,32,Rail,71.0,5.5,7.47
1862.6,81.7,36,Road,48.4,7.7,9.1
2213.3,37.1,34,Air,92.0,0.0,5.55
757.3,75.4,10,Multimodal,54.1,5.3,8.69
2038.9,3.1,33,Rail,7.2,7.3,4.17
2301.0,70.1,10,Multimodal,95.3,3.3,11.1
2395.0,6.1,35,Rail,14.7,9.0,5.05
3690.5,75.5,22,Rail,78.4,7.8,9.65
2330.4,79.5,23,Rail,52.7,7.7,7.94
1042.4,70.8,7,Road,74.1,0.2,6.49
2985.8,74.0,21,Road,51.3,1.8,9.6
3588.9,50.8,1,Road,5.9,7.1,7.7
1440.6,24.2,13,Rail,37.5,5.6,3.84
2905.7,58.1,9,Road,62.1,5.8,8.55
665.5,39.8,20,Road,62.9,0.1,5.46
1542.0,1.0,10,Multimodal,97.3,4.4,7.44
4092.0,43.2,26,Road,60.6,7.9,10.5
4101.3,58.8,1,Rail,28.6,6.6,7.32
2591.1,1.7,17,Road,4.3,5.7,5.22
3162.1,56.1,17,Road,78.8,7.0,9.59
3843.8,58.9,39,Sea,88.9,8.5,18.95
4313.7,14.7,12,Rail,61.4,8.5,7.08
2207.0,39.1,15,Sea,48.2,4.6,11.46
2529.3,86.8,1,Road,86.1,3.1,9.12
1873.3,79.6,32,Rail,24.0,3.7,7.39
328.6,37.3,11,Road,39.9,5.2,3.72
1905.5,31.8,5,Road,50.8,0.9,5.74
3558.9,11.6,18,Road,4.9,5.9,6.81
3623.0,3.6,18,Road,68.9,4.5,7.78
4016.2,27.1,23,Road,18.9,7.6,8.54
236.3,84.7,7,Road,33.3,2.7,4.89
2374.6,86.3,26,Multimodal,41.4,0.7,11.19
487.9,73.2,1,Road,63.9,8.9,5.66
907.3,31.9,28,Road,6.5,0.7,4.47
4051.5,13.4,20,Road,34.1,9.3,7.96
2238.1,53.8,23,Rail,27.4,5.0,6.44
3414.7,58.4,32,Road,0.2,0.6,9.02
294.4,38.5,38,Air,69.2,1.3,5.07
1878.6,62.4,39,Multimodal,23.6,5.3,10.37
3035.7,67.3,18,Road,16.6,0.2,8.58
604.7,70.6,33,Rail,79.8,9.2,7.42
1469.6,45.5,25,Road,3.9,8.0,5.38
295.1,71.4,32,Rail,90.0,5.0,7.07
2932.8,2.8,28,Road,68.7,9.3,7.38
4369.2,61.4,13,Road,17.2,2.6,10.16
3722.6,21.6,19,Road,35.0,8.5,8.05
4385.9,24.7,3,Rail,95.0,8.1,7.56
3806.0,8.7,27,Road,61.9,5.8,8.63
3849.1,17.7,17,Road,60.9,3.2,8.67
2599.4,89.3,29,Rail,65.3,5.6,8.99
2334.5,37.7,33,Rail,46.3,9.6,6.74
1831.1,83.5,28,Air,16.7,0.8,5.71
3682.3,15.1,20,Road,15.1,2.0,7.37
823.4,18.8,34,Sea,68.7,6.4,9.28
257.7,50.4,16,Rail,88.4,6.8,5.29
4265.8,31.8,39,Road,30.0,1.6,10.29
22.0,58.1,2,Rail,50.3,8.1,3.78
4395.8,38.3,28,Road,99.2,9.3,11.8
3281.2,73.1,17,Multimodal,25.7,0.8,11.5
1481.6,39.1,20,Road,39.0,9.7,5.9
3141.7,51.7,18,Rail,36.4,2.8,7.11
3681.3,29.2,28,Road,3.3,3.1,8.27
1107.9,63.5,28,Multimodal,51.0,0.4,8.25
3470.2,59.1,16,Road,20.9,5.0,8.98
3620.6,36.0,33,Multimodal,12.9,9.5,13.41
1125.8,25.2,21,Air,71.0,1.6,4.23
193.5,55.5,5,Road,76.6,5.8,4.62
922.5,84.9,37,Sea,88.9,2.7,11.86
906.9,12.4,18,Multimodal,93.4,0.2,6.13
298.3,72.0,5,Road,86.9,9.9,5.76
3268.4,49.1,11,Road,12.2,7.2,7.75
1713.0,47.5,22,Rail,22.4,7.4,5.42
3980.3,86.6,23,Road,12.2,6.6,10.75
1138.5,54.7,26,Road,35.4,1.4,6.25
2042.3,74.8,27,Road,12.4,2.1,7.49
2877.4,46.5,3,Road,65.3,3.9,7.94
3949.2,22.9,2,Road,71.7,10.0,8.73
2363.2,62.7,17,Road,16.0,6.7,7.18
1684.0,83.1,3,Air,62.2,4.4,5.67
3902.2,75.8,3,Sea,2.3,4.8,15.06
1399.6,18.3,16,Road,43.4,9.2,4.61
362.0,28.9,12,Rail,28.5,2.0,3.33
2005.5,46.8,1,Rail,99.8,3.2,6.71
3534.0,51.7,4,Multimodal,92.3,3.7,12.52
143.4,17.8,17,Road,14.8,9.0,2.23
2638.5,21.1,19,Road,91.7,7.8,7.47
2677.1,68.4,4,Air,41.9,5.9,4.74
4178.8,65.9,39,Multimodal,57.7,3.1,15.19
1292.7,75.6,20,Sea,53.4,2.0,10.82
1258.4,84.0,39,Sea,72.6,3.3,12.78
1985.0,28.1,4,Road,33.5,9.3,5.04
1609.3,77.4,17,Rail,7.0,9.1,6.17
3314.9,60.1,15,Road,41.8,4.2,8.84
2889.7,86.2,28,Road,54.5,3.3,10.4
3416.4,24.9,16,Sea,55.5,8.8,14.72
