origin_city,destination_city,distance_km,transport_mode,shipment_weight_kg,quantity,product_category,traffic_density_index,shipping_cost_inr
Kolkata,Delhi,981.8,Road,1456.4,41,Textiles,3.5,61391.46
Ahmedabad,Bengaluru,1698.2,Road,2762.9,67,Pharmaceuticals,6.4,193547.56
Visakhapatnam,Bengaluru,1316.2,Air,3536.1,24,Consumer Goods,9.1,646489.74
Chennai,Kolkata,357.1,Road,773.8,32,Textiles,3.3,13546.53
Kolkata,Mumbai,2668.8,Road,1568.8,63,Pharmaceuticals,7.7,190003.51
Mumbai,Kochi,716.4,Rail,1567.9,4,Automotive Components,6.7,29489.37
Mumbai,Ahmedabad,859.4,Road,1670.9,98,Automotive Components,2.6,58504.41
Kolkata,Visakhapatnam,1149.7,Road,3605.1,1,Pharmaceuticals,7.6,180127.09
Visakhapatnam,Mumbai,1471.1,Rail,2983.1,21,Pharmaceuticals,1.6,98399.18
Delhi,Ahmedabad,532.4,Road,3593.7,8,Heavy Machinery,5.7,80165.67
Chennai,Delhi,1819.3,Road,2586.2,46,Heavy Machinery,2.1,181801.3
Visakhapatnam,Bengaluru,1514.0,Rail,4779.5,12,Pharmaceuticals,7.2,172776.1
Visakhapatnam,Pune,953.0,Road,2627.2,1,Textiles,3.7,106576.37
Bengaluru,Kochi,1985.5,Rail,3037.5,22,Consumer Goods,8.3,145185.35
Visakhapatnam,Hyderabad,1512.3,Air,1526.6,78,Pharmaceuticals,5.4,330177.78
Bengaluru,Pune,2377.8,Sea,340.9,89,Automotive Components,1.7,12609.33
Bengaluru,Pune,2416.8,Air,4086.7,28,Heavy Machinery,6.4,1410846.19
Pune,Mumbai,2747.3,Road,4289.4,72,Heavy Machinery,1.1,437183.18
Kolkata,Kochi,328.4,Road,4261.8,64,Automotive Components,3.6,57585.29
Kochi,Bengaluru,1223.7,Road,4018.2,40,Textiles,3.4,199987.92
Pune,Kochi,1479.0,Sea,1379.6,89,Pharmaceuticals,9.8,33811.4
Kochi,Chennai,769.6,Road,2895.3,55,Textiles,3.2,90019.19
Mumbai,Kolkata,2593.4,Rail,4083.9,87,Textiles,7.1,266535.61
Visakhapatnam,Bengaluru,383.5,Rail,3145.9,60,Pharmaceuticals,3.3,28394.74
Kolkata,Bengaluru,1285.5,Road,4794.9,41,Textiles,1.7,246268.22
Visakhapatnam,Kochi,640.8,Sea,3404.6,80,Automotive Components,1.6,30837.31
Hyderabad,Mumbai,1957.7,Rail,2825.4,59,Pharmaceuticals,9.3,142123.71
Mumbai,Visakhapatnam,2018.2,Road,4977.2,68,Heavy Machinery,1.9,397586.99
Pune,Ahmedabad,2462.2,Air,2696.0,36,Pharmaceuticals,8.5,940938.65
Mumbai,Hyderabad,1233.8,Sea,4836.5,33,Heavy Machinery,5.9,87501.6
Kolkata,Mumbai,2204.0,Rail,110.1,94,Consumer Goods,4.9,7061.96
Mumbai,Hyderabad,1606.4,Air,2772.9,45,Pharmaceuticals,10.0,634310.0
Kochi,Chennai,2302.5,Sea,1480.5,75,Heavy Machinery,9.0,55674.0
Bengaluru,Kochi,376.3,Road,2008.4,50,Textiles,3.1,33525.04
Kolkata,Hyderabad,1378.1,Air,485.2,47,Consumer Goods,6.4,95350.37
Pune,Delhi,549.0,Rail,1357.9,77,Pharmaceuticals,2.4,17881.42
Hyderabad,Ahmedabad,2244.4,Road,2869.8,44,Heavy Machinery,6.4,272456.57
Mumbai,Bengaluru,554.6,Sea,3620.5,68,Textiles,2.1,28804.85
Mumbai,Pune,171.4,Road,4556.1,88,Heavy Machinery,6.6,36693.23
Hyderabad,Ahmedabad,2613.2,Rail,1197.2,33,Pharmaceuticals,9.8,83365.99
Delhi,Pune,1434.2,Road,3987.4,97,Automotive Components,6.2,246937.64
Kolkata,Visakhapatnam,2760.8,Road,171.5,76,Automotive Components,2.1,19332.46
Visakhapatnam,Mumbai,1350.4,Road,4474.4,21,Pharmaceuticals,8.2,276417.33
Delhi,Hyderabad,1715.6,Road,2994.0,97,Textiles,4.0,208274.78
Delhi,Ahmedabad,2122.1,Rail,4236.4,46,Consumer Goods,1.8,194871.33
Mumbai,Chennai,894.1,Rail,1313.2,97,Heavy Machinery,6.9,30108.4
Mumbai,Bengaluru,502.1,Rail,1896.4,73,Textiles,8.5,24689.47
Pune,Ahmedabad,1902.0,Road,530.6,31,Heavy Machinery,5.3,44618.9
Chennai,Mumbai,1503.3,Sea,440.4,62,Automotive Components,9.4,11944.26
Kolkata,Ahmedabad,2341.0,Sea,4141.0,94,Consumer Goods,7.1,142963.68
Ahmedabad,Chennai,269.4,Road,1520.1,16,Pharmaceuticals,6.6,19498.28
Bengaluru,Kochi,1593.6,Rail,1795.6,12,Pharmaceuticals,4.2,65593.82
Delhi,Hyderabad,642.3,Rail,2676.5,54,Automotive Components,3.8,40429.1
Mumbai,Chennai,1785.9,Air,3369.8,9,Pharmaceuticals,3.5,776851.01
Kolkata,Visakhapatnam,2165.2,Air,280.9,35,Consumer Goods,9.6,95595.94
Ahmedabad,Pune,847.0,Road,2892.4,53,Consumer Goods,6.9,103330.18
Kochi,Mumbai,1426.7,Air,3069.8,43,Pharmaceuticals,6.3,616369.89
Chennai,Kolkata,1263.5,Road,4259.4,70,Textiles,3.9,226583.8
Mumbai,Ahmedabad,2150.4,Rail,815.5,89,Pharmaceuticals,4.2,42814.39
Delhi,Kolkata,1739.6,Road,2278.9,56,Consumer Goods,3.5,162537.12
Delhi,Hyderabad,469.9,Road,2397.3,64,Automotive Components,2.4,45762.88
Visakhapatnam,Bengaluru,2738.4,Rail,4245.4,28,Pharmaceuticals,9.3,292339.01
Kochi,Delhi,2567.7,Rail,1844.3,87,Textiles,6.2,109004.95
Chennai,Hyderabad,1683.6,Road,451.2,29,Pharmaceuticals,7.6,32894.02
Kolkata,Chennai,2210.3,Air,3026.2,86,Heavy Machinery,5.3,926188.06
Visakhapatnam,Pune,202.9,Road,3326.7,58,Pharmaceuticals,1.5,28173.22
Kochi,Pune,684.0,Road,2932.9,24,Consumer Goods,5.2,86009.82
Ahmedabad,Mumbai,2184.8,Sea,2474.9,20,Pharmaceuticals,1.4,74265.2
Visakhapatnam,Mumbai,431.4,Sea,1105.0,27,Pharmaceuticals,9.5,9493.28
Kolkata,Hyderabad,263.2,Sea,2716.2,97,Automotive Components,4.1,11687.08
Mumbai,Delhi,1781.6,Road,228.6,19,Heavy Machinery,2.4,18019.38
Bengaluru,Kochi,240.7,Rail,2855.4,90,Automotive Components,3.0,16685.8
Kochi,Visakhapatnam,635.3,Sea,2471.0,38,Consumer Goods,9.2,25146.5
Delhi,Ahmedabad,362.0,Rail,4765.5,60,Textiles,2.9,40796.24
Delhi,Chennai,1565.8,Rail,1633.8,3,Automotive Components,2.2,53975.65
Kochi,Ahmedabad,1943.9,Rail,157.7,23,Consumer Goods,6.6,8541.6
Hyderabad,Bengaluru,635.8,Road,3812.6,59,Heavy Machinery,1.8,101804.49
Chennai,Kolkata,1392.2,Road,880.0,91,Pharmaceuticals,5.2,53903.09
Pune,Bengaluru,203.5,Rail,2745.1,91,Automotive Components,7.1,15226.97
Delhi,Mumbai,851.3,Road,1113.4,74,Pharmaceuticals,2.3,41326.34
Pune,Kochi,626.0,Rail,2720.2,24,Heavy Machinery,8.0,43941.08
Kolkata,Pune,589.8,Rail,2926.0,56,Textiles,4.9,40424.83
Hyderabad,Pune,746.3,Rail,3325.5,52,Pharmaceuticals,7.4,60522.14
Bengaluru,Hyderabad,2284.2,Road,1896.3,41,Textiles,3.3,184286.82
Kolkata,Mumbai,2666.8,Rail,352.5,66,Heavy Machinery,4.9,23237.18
Visakhapatnam,Chennai,2021.0,Rail,3004.7,98,Heavy Machinery,5.3,142407.08
Kochi,Ahmedabad,341.5,Sea,4329.4,22,Textiles,3.7,21363.17
Kolkata,Visakhapatnam,1814.6,Rail,2651.0,66,Automotive Components,8.1,117232.67
Ahmedabad,Kochi,2095.4,Road,1288.7,28,Heavy Machinery,2.6,109402.58
Mumbai,Hyderabad,444.5,Rail,2096.7,88,Heavy Machinery,7.0,24809.11
Hyderabad,Visakhapatnam,930.0,Road,2724.2,38,Textiles,9.4,120830.34
Hyderabad,Bengaluru,1285.2,Rail,483.9,86,Pharmaceuticals,8.5,17235.31
Pune,Bengaluru,973.4,Air,2862.0,67,Textiles,7.9,411636.82
Ahmedabad,Bengaluru,1523.5,Rail,591.0,58,Consumer Goods,2.3,21136.23
Ahmedabad,Pune,496.9,Road,930.4,37,Pharmaceuticals,7.8,21552.66
Delhi,Chennai,1328.6,Road,1995.5,2,Pharmaceuticals,4.4,110459.17
Bengaluru,Kolkata,2093.2,Air,4006.8,57,Heavy Machinery,1.9,1110381.8
Pune,Ahmedabad,1371.5,Sea,4127.8,87,Pharmaceuticals,7.3,83386.93
Visakhapatnam,Kolkata,707.7,Sea,1449.0,77,Automotive Components,1.6,14819.73
Bengaluru,Mumbai,2275.6,Rail,2712.9,79,Automotive Components,4.4,145920.87
Chennai,Visakhapatnam,1195.1,Road,513.8,97,Automotive Components,8.7,27736.63
Chennai,Kochi,1276.5,Road,4988.6,45,Consumer Goods,7.2,268574.75
Kolkata,Kochi,1097.7,Air,3287.1,53,Heavy Machinery,5.7,500941.66
Visakhapatnam,Kochi,917.8,Road,1159.8,77,Textiles,8.9,52373.74
Hyderabad,Delhi,1745.2,Road,4503.5,84,Consumer Goods,7.7,340995.59
Hyderabad,Chennai,647.7,Sea,1781.3,7,Consumer Goods,5.2,18357.33
Hyderabad,Bengaluru,2188.5,Road,1412.5,77,Automotive Components,7.7,136683.43
Chennai,Mumbai,1426.5,Rail,1522.3,39,Pharmaceuticals,8.9,55409.78
Chennai,Pune,2491.5,Sea,2455.8,68,Textiles,2.3,79567.25
Ahmedabad,Pune,2638.1,Rail,215.6,63,Heavy Machinery,2.8,14773.85
Bengaluru,Kochi,1164.9,Rail,3274.7,46,Pharmaceuticals,7.5,91781.05
Kochi,Hyderabad,570.9,Road,4741.4,91,Pharmaceuticals,2.5,105493.02
Chennai,Ahmedabad,1488.9,Rail,4086.9,96,Consumer Goods,2.5,145031.03
Ahmedabad,Bengaluru,866.7,Rail,4064.8,2,Consumer Goods,6.9,84959.12
Pune,Delhi,1280.3,Sea,3881.6,15,Automotive Components,5.8,76548.27
Kolkata,Bengaluru,1150.2,Road,1816.0,5,Heavy Machinery,7.8,90698.94
Mumbai,Pune,1343.8,Rail,992.6,3,Heavy Machinery,3.9,32649.55
Bengaluru,Chennai,1471.2,Sea,1606.0,16,Consumer Goods,6.5,37237.35
Mumbai,Kochi,1812.7,Rail,905.3,49,Consumer Goods,9.1,42263.28
Kolkata,Hyderabad,160.1,Road,4262.1,90,Automotive Components,9.1,32610.3
Visakhapatnam,Kolkata,829.5,Sea,2134.1,6,Pharmaceuticals,6.9,27259.26
Visakhapatnam,Mumbai,601.2,Sea,4069.2,35,Textiles,1.2,35135.07
Kolkata,Ahmedabad,2032.7,Sea,1487.0,38,Automotive Components,5.8,45373.02
Chennai,Kochi,2355.7,Road,761.6,84,Heavy Machinery,1.6,68812.45
Kochi,Kolkata,2073.3,Road,4359.4,86,Heavy Machinery,9.9,419430.13
Visakhapatnam,Kochi,2732.9,Air,4004.6,64,Pharmaceuticals,10.0,1647723.11
Bengaluru,Visakhapatnam,354.7,Road,2802.9,85,Pharmaceuticals,2.0,41082.41
Ahmedabad,Bengaluru,1381.6,Rail,660.2,32,Textiles,5.1,21751.74
Visakhapatnam,Ahmedabad,2533.3,Road,1714.9,1,Heavy Machinery,8.8,205488.76
Bengaluru,Kolkata,995.6,Rail,334.9,48,Consumer Goods,2.0,8829.42
Kolkata,Visakhapatnam,2276.1,Sea,4496.1,23,Consumer Goods,6.0,150867.94
Chennai,Ahmedabad,1638.6,Road,1239.3,18,Automotive Components,2.8,82975.14
Hyderabad,Kolkata,2743.2,Road,2640.2,17,Consumer Goods,5.4,314909.02
Hyderabad,Visakhapatnam,1133.2,Rail,4712.2,31,Textiles,2.8,124156.26
Bengaluru,Pune,1255.5,Road,3134.5,93,Textiles,5.8,170183.2
Delhi,Ahmedabad,584.1,Road,3134.1,54,Heavy Machinery,4.7,81132.69
Pune,Bengaluru,573.0,Sea,4172.6,77,Consumer Goods,4.5,35943.71
Chennai,Visakhapatnam,2431.7,Sea,3482.4,60,Pharmaceuticals,2.4,116114.7
Chennai,Visakhapatnam,1229.3,Rail,2454.5,66,Heavy Machinery,6.9,72674.12
Chennai,Hyderabad,1794.2,Rail,654.8,73,Automotive Components,1.6,27207.16
Kolkata,Visakhapatnam,2143.5,Air,2508.5,96,Pharmaceuticals,9.4,739660.61
Visakhapatnam,Ahmedabad,1311.3,Road,950.6,86,Consumer Goods,1.5,50123.1
Visakhapatnam,Pune,2677.5,Road,2484.7,18,Textiles,4.7,276317.95
Bengaluru,Pune,2636.2,Rail,158.6,18,Consumer Goods,3.6,10785.96
Ahmedabad,Delhi,1952.3,Road,1794.8,83,Textiles,6.0,150588.73
Chennai,Ahmedabad,2787.3,Road,323.7,63,Automotive Components,1.2,37126.4
Ahmedabad,Chennai,157.0,Road,770.8,31,Heavy Machinery,5.0,6808.95
Kochi,Ahmedabad,174.5,Rail,3489.8,29,Consumer Goods,7.8,16563.69
Visakhapatnam,Bengaluru,329.0,Road,4882.7,88,Pharmaceuticals,8.3,72990.15
Ahmedabad,Delhi,2650.3,Road,2845.4,97,Consumer Goods,9.4,356629.7
Ahmedabad,Kolkata,1752.8,Rail,889.0,83,Consumer Goods,2.0,37178.06
Visakhapatnam,Kolkata,2608.5,Road,1913.5,80,Automotive Components,6.0,211365.45
Kochi,Kolkata,486.8,Rail,1210.1,51,Textiles,4.6,15623.93
Ahmedabad,Visakhapatnam,234.7,Sea,286.8,32,Heavy Machinery,6.8,2641.77
Chennai,Hyderabad,1589.7,Rail,4569.7,21,Heavy Machinery,8.5,180326.58
Bengaluru,Hyderabad,614.3,Rail,2733.7,30,Textiles,6.4,40601.46
Kochi,Pune,2428.6,Road,786.9,7,Pharmaceuticals,3.1,79935.25
Kolkata,Delhi,1264.1,Road,3741.3,38,Consumer Goods,3.9,191087.85
Bengaluru,Visakhapatnam,2191.7,Road,897.9,12,Automotive Components,9.0,90207.34
Visakhapatnam,Delhi,1518.6,Sea,1072.3,59,Pharmaceuticals,7.0,25995.15
Mumbai,Pune,1551.0,Rail,3027.7,92,Automotive Components,6.4,110559.41
Kolkata,Hyderabad,1956.9,Rail,2161.0,14,Automotive Components,2.3,95756.35
Kochi,Mumbai,1038.9,Road,4478.9,71,Consumer Goods,4.1,200789.31
Mumbai,Ahmedabad,2664.4,Road,3003.7,17,Consumer Goods,3.9,331942.14
Ahmedabad,Kolkata,1211.1,Rail,953.1,23,Heavy Machinery,1.2,26734.81
Ahmedabad,Hyderabad,1204.8,Air,2399.8,77,Heavy Machinery,9.4,447887.57
Bengaluru,Ahmedabad,2024.7,Rail,3647.3,20,Consumer Goods,4.0,166301.73
Kochi,Chennai,1836.1,Sea,3020.5,5,Automotive Components,1.9,78111.14
Ahmedabad,Hyderabad,2788.8,Rail,1640.0,6,Automotive Components,5.4,109088.64
Bengaluru,Kochi,2403.1,Sea,1962.9,13,Heavy Machinery,5.0,69935.54
Chennai,Delhi,904.2,Road,3344.8,3,Textiles,8.7,137475.39
Visakhapatnam,Kochi,419.1,Air,2619.0,53,Consumer Goods,8.2,160423.84
Ahmedabad,Pune,432.6,Sea,415.1,31,Consumer Goods,8.0,4416.85
Chennai,Visakhapatnam,1108.3,Sea,2765.9,3,Consumer Goods,9.4,49958.93
Mumbai,Ahmedabad,1414.5,Air,2301.2,8,Heavy Machinery,4.4,461253.35
Mumbai,Kochi,1838.4,Rail,4083.9,71,Consumer Goods,6.3,179484.85
Mumbai,Chennai,2423.0,Road,606.1,50,Pharmaceuticals,7.0,66514.24
Kochi,Ahmedabad,2772.3,Sea,55.1,71,Heavy Machinery,5.2,3915.37
Ahmedabad,Mumbai,1233.1,Road,4112.8,75,Heavy Machinery,3.2,210764.88
Kolkata,Chennai,1595.8,Rail,1095.6,88,Consumer Goods,9.1,44421.61
Hyderabad,Bengaluru,1742.0,Road,206.0,59,Heavy Machinery,9.1,17876.8
Kochi,Kolkata,1630.2,Road,1144.0,21,Textiles,7.9,81752.28
Chennai,Delhi,389.3,Road,4435.8,20,Automotive Components,4.1,72507.13
Delhi,Hyderabad,454.9,Sea,897.2,93,Pharmaceuticals,1.0,6808.44
Kochi,Ahmedabad,2505.2,Road,1633.9,74,Textiles,5.4,174650.29
Pune,Kochi,1940.3,Road,3072.4,49,Pharmaceuticals,5.7,242944.37
Kochi,Pune,1948.7,Rail,938.3,80,Pharmaceuticals,5.4,43388.18
Bengaluru,Kochi,2309.2,Road,3243.5,74,Consumer Goods,1.9,292864.7
Hyderabad,Pune,373.0,Air,3548.0,38,Heavy Machinery,8.1,195563.85
Kolkata,Delhi,1251.0,Sea,1193.7,33,Pharmaceuticals,5.8,22542.66
Chennai,Kochi,803.7,Rail,526.4,69,Textiles,3.0,11056.5
Kochi,Hyderabad,1901.1,Road,2039.7,59,Pharmaceuticals,9.6,175927.47
Kolkata,Hyderabad,719.6,Rail,3508.2,12,Heavy Machinery,3.7,58755.48
Pune,Mumbai,1984.1,Rail,4076.9,8,Pharmaceuticals,4.4,187688.98
Visakhapatnam,Chennai,1177.9,Rail,231.6,70,Automotive Components,4.6,8044.59
Hyderabad,Chennai,1314.4,Air,2706.0,87,Pharmaceuticals,4.6,499390.87
Kolkata,Hyderabad,2317.7,Sea,1323.9,48,Automotive Components,6.8,46006.06
Ahmedabad,Pune,1072.6,Road,2109.6,67,Pharmaceuticals,3.6,95205.72
Chennai,Bengaluru,830.0,Rail,2667.3,38,Textiles,9.1,55018.74
Kochi,Hyderabad,2403.2,Rail,3689.5,93,Pharmaceuticals,6.2,212286.24
Visakhapatnam,Kolkata,1966.3,Air,247.0,34,Automotive Components,8.9,73679.3
Chennai,Pune,1220.3,Rail,893.4,4,Automotive Components,9.3,29007.11
Chennai,Hyderabad,1471.2,Rail,3100.9,7,Consumer Goods,7.9,110198.11
Visakhapatnam,Pune,1071.8,Rail,2232.2,85,Textiles,3.2,54957.77
Chennai,Visakhapatnam,1610.7,Road,1088.9,74,Heavy Machinery,4.0,72397.76
Visakhapatnam,Bengaluru,517.5,Road,371.7,96,Automotive Components,3.1,9271.26
Hyderabad,Ahmedabad,2504.4,Road,4578.2,89,Textiles,5.1,504680.38
Ahmedabad,Visakhapatnam,1618.2,Road,1846.4,77,Consumer Goods,5.6,128655.57
Mumbai,Ahmedabad,1171.0,Road,2082.3,85,Automotive Components,4.0,104356.63
Ahmedabad,Delhi,1664.7,Sea,293.1,83,Textiles,8.9,9692.58
Bengaluru,Mumbai,577.2,Road,3706.0,59,Textiles,4.6,88293.24
Hyderabad,Kochi,358.0,Air,4961.3,8,Pharmaceuticals,7.3,248824.59
Hyderabad,Kolkata,1602.5,Road,4892.6,61,Consumer Goods,8.5,362748.97
Kolkata,Kochi,336.8,Road,1590.5,50,Consumer Goods,2.4,22105.99
Hyderabad,Bengaluru,1901.3,Air,4807.7,84,Pharmaceuticals,7.4,1281452.87
Mumbai,Hyderabad,2270.6,Air,2067.9,8,Textiles,2.4,626435.9
Delhi,Visakhapatnam,2769.2,Road,1966.9,16,Pharmaceuticals,7.9,237397.63
Mumbai,Kolkata,2188.5,Road,4166.7,48,Pharmaceuticals,6.1,393460.84
Visakhapatnam,Chennai,2731.4,Road,3969.4,62,Textiles,5.6,466331.26
Kochi,Visakhapatnam,208.8,Rail,2400.7,56,Heavy Machinery,5.8,12736.7
Kolkata,Kochi,1630.9,Road,2264.7,28,Automotive Components,4.6,162150.38
Visakhapatnam,Mumbai,586.6,Road,4843.8,74,Textiles,1.4,120242.03
Bengaluru,Hyderabad,799.6,Sea,2072.2,21,Pharmaceuticals,6.0,25717.74
Chennai,Visakhapatnam,2096.5,Sea,4315.5,44,Consumer Goods,1.2,124869.46
Mumbai,Kochi,820.0,Air,3744.9,79,Textiles,9.2,484867.68
Chennai,Bengaluru,626.5,Rail,579.3,70,Consumer Goods,3.2,9800.75
Ahmedabad,Hyderabad,1135.4,Road,837.0,41,Heavy Machinery,6.8,41281.62
Mumbai,Ahmedabad,370.6,Rail,235.5,35,Heavy Machinery,6.0,3769.01
Ahmedabad,Bengaluru,538.2,Sea,224.1,56,Heavy Machinery,6.6,3382.54
Mumbai,Kolkata,538.1,Road,3042.0,85,Automotive Components,3.9,68441.93
Hyderabad,Kolkata,749.0,Air,431.2,17,Heavy Machinery,5.0,47660.01
Chennai,Kochi,2457.4,Road,724.2,26,Pharmaceuticals,7.7,82532.93
Pune,Ahmedabad,932.4,Road,1259.5,63,Heavy Machinery,4.5,48415.87
Mumbai,Delhi,875.8,Road,2788.9,74,Automotive Components,3.6,102653.11
Delhi,Kochi,483.9,Air,1183.3,34,Heavy Machinery,1.3,74343.19
Kolkata,Chennai,192.7,Road,2009.8,71,Textiles,5.3,17488.28
Mumbai,Kolkata,575.0,Road,1799.0,32,Consumer Goods,7.3,47056.56
Visakhapatnam,Mumbai,2065.9,Rail,2011.7,4,Pharmaceuticals,3.6,96623.52
Kolkata,Delhi,2720.1,Air,4648.7,10,Pharmaceuticals,8.8,1920876.01
Kolkata,Bengaluru,2121.1,Road,4850.0,79,Heavy Machinery,2.0,414893.96
Ahmedabad,Hyderabad,2411.1,Rail,408.7,56,Automotive Components,4.4,23989.3
Hyderabad,Mumbai,2234.9,Air,597.1,35,Consumer Goods,7.7,193236.79
Kochi,Hyderabad,934.5,Sea,320.7,33,Automotive Components,9.7,6676.12
Delhi,Ahmedabad,2087.8,Air,1968.8,25,Heavy Machinery,4.4,554436.36
Mumbai,Bengaluru,2139.1,Air,4263.1,47,Automotive Components,7.7,1304059.22
Hyderabad,Bengaluru,835.2,Road,4009.2,11,Consumer Goods,7.2,147380.87
Kolkata,Delhi,2589.7,Road,1806.2,34,Consumer Goods,9.4,212957.55
Chennai,Mumbai,2794.6,Air,3766.0,36,Automotive Components,5.5,1448713.25
Kolkata,Chennai,1637.4,Rail,4896.0,17,Heavy Machinery,6.3,197540.58
Ahmedabad,Mumbai,989.0,Road,1010.0,12,Consumer Goods,2.5,41788.0
Pune,Ahmedabad,1097.7,Rail,4821.2,80,Automotive Components,3.4,125952.0
Delhi,Pune,1693.5,Road,3865.4,97,Automotive Components,6.7,295875.39
Delhi,Pune,170.6,Rail,617.6,26,Pharmaceuticals,6.0,4225.51
Kolkata,Mumbai,967.1,Road,3982.9,74,Consumer Goods,5.0,161788.1
Hyderabad,Kolkata,279.9,Rail,556.1,13,Pharmaceuticals,7.3,5269.47
Delhi,Visakhapatnam,1804.1,Air,197.2,82,Consumer Goods,3.2,48057.24
Ahmedabad,Mumbai,1750.7,Sea,3834.8,85,Heavy Machinery,7.3,105743.78
Delhi,Visakhapatnam,1716.3,Rail,4480.1,87,Pharmaceuticals,2.7,170045.54
Hyderabad,Kochi,550.1,Road,2031.9,87,Pharmaceuticals,5.5,47799.98
Kochi,Delhi,2653.1,Road,169.1,36,Heavy Machinery,2.0,19947.83
Visakhapatnam,Chennai,1565.7,Rail,3007.9,69,Textiles,5.7,112187.84
Mumbai,Visakhapatnam,1623.0,Rail,1204.8,45,Pharmaceuticals,8.4,49672.55
Pune,Mumbai,1592.3,Road,2741.7,79,Heavy Machinery,5.4,189267.19
Ahmedabad,Mumbai,1539.7,Air,1623.7,88,Heavy Machinery,4.0,327758.19
Delhi,Hyderabad,2636.8,Rail,3130.8,12,Heavy Machinery,2.2,180826.18
Pune,Mumbai,1745.4,Rail,1338.5,83,Consumer Goods,4.2,56688.36
Kochi,Visakhapatnam,1435.6,Road,784.7,97,Heavy Machinery,8.7,52563.44
Chennai,Kolkata,2181.1,Sea,3774.4,89,Heavy Machinery,4.5,120693.51
Mumbai,Bengaluru,816.4,Sea,2717.3,38,Automotive Components,2.7,33158.06
Chennai,Mumbai,658.8,Rail,1621.2,77,Textiles,9.0,28973.14
Ahmedabad,Mumbai,1313.9,Road,3158.1,88,Pharmaceuticals,9.4,187283.1
Mumbai,Pune,191.6,Road,1471.7,67,Heavy Machinery,9.6,14592.16
Kolkata,Ahmedabad,927.8,Rail,1858.3,76,Automotive Components,5.7,39920.72
Kochi,Chennai,1263.2,Road,1910.4,66,Heavy Machinery,6.1,108949.75
Delhi,Ahmedabad,1683.6,Road,1171.0,20,Textiles,3.7,83168.72
Delhi,Hyderabad,1589.5,Road,2232.3,40,Textiles,4.0,143472.3
Kolkata,Visakhapatnam,1123.6,Road,4085.5,34,Pharmaceuticals,5.6,187439.5
Delhi,Chennai,1059.6,Air,4856.3,22,Heavy Machinery,2.5,667349.54
Mumbai,Ahmedabad,153.5,Sea,1136.1,15,Pharmaceuticals,9.7,4480.02
Mumbai,Ahmedabad,2484.9,Road,4697.2,97,Pharmaceuticals,7.2,509760.56
Delhi,Chennai,762.9,Rail,1425.6,66,Automotive Components,1.4,24017.37
Mumbai,Kolkata,1098.7,Road,2376.0,35,Heavy Machinery,3.3,104864.99
Kolkata,Mumbai,203.7,Air,548.2,98,Consumer Goods,3.7,16737.51
Chennai,Kochi,2685.6,Rail,3059.8,91,Consumer Goods,1.1,191158.58
Hyderabad,Kolkata,1460.6,Rail,2578.7,31,Textiles,9.9,97337.03
Delhi,Bengaluru,211.7,Road,3410.6,77,Consumer Goods,3.5,31337.73
Kochi,Delhi,815.7,Rail,3022.1,53,Pharmaceuticals,1.5,52778.21
Delhi,Hyderabad,2480.0,Rail,4908.0,94,Pharmaceuticals,8.9,302825.99
Chennai,Ahmedabad,1145.6,Rail,3862.2,90,Automotive Components,2.0,94384.87
Kolkata,Delhi,1976.9,Road,4829.2,88,Textiles,5.1,400040.4
Hyderabad,Mumbai,1776.7,Road,2651.3,57,Textiles,4.3,205757.65
Mumbai,Visakhapatnam,1400.6,Road,1443.0,65,Textiles,1.7,79404.47
Kochi,Ahmedabad,2358.0,Road,2683.2,38,Consumer Goods,1.3,249528.66
Delhi,Chennai,256.9,Road,2360.4,38,Automotive Components,3.4,25525.04
Bengaluru,Delhi,2567.9,Road,2164.6,86,Automotive Components,4.2,234237.44
Pune,Mumbai,2052.8,Sea,2035.3,10,Automotive Components,7.7,63995.82
Hyderabad,Visakhapatnam,2438.8,Rail,4066.2,46,Automotive Components,7.5,230938.05
Mumbai,Kochi,194.9,Air,3718.5,27,Automotive Components,5.2,101389.81
Chennai,Bengaluru,374.7,Road,3237.2,42,Heavy Machinery,2.9,53022.76
Kochi,Chennai,695.6,Sea,3242.9,2,Pharmaceuticals,8.6,36579.15
Hyderabad,Kolkata,1722.9,Sea,1900.9,58,Heavy Machinery,6.8,50428.09
Hyderabad,Chennai,394.9,Road,2219.7,19,Pharmaceuticals,4.1,37146.8
Visakhapatnam,Bengaluru,2618.6,Rail,805.1,62,Pharmaceuticals,8.8,53298.9
Kolkata,Chennai,2133.8,Rail,2916.0,11,Heavy Machinery,8.4,160347.73
Mumbai,Visakhapatnam,2290.1,Road,744.0,14,Pharmaceuticals,1.0,67164.71
Kochi,Bengaluru,1697.2,Road,4580.8,57,Heavy Machinery,8.8,351957.83
Pune,Ahmedabad,1822.0,Road,2107.5,33,Automotive Components,5.8,166534.31
Kochi,Chennai,735.8,Sea,261.1,44,Automotive Components,9.3,4602.09
Kolkata,Mumbai,2561.6,Rail,58.7,18,Heavy Machinery,7.9,5071.93
Kolkata,Visakhapatnam,1869.6,Road,3397.7,29,Textiles,2.3,245796.39
Ahmedabad,Chennai,1257.0,Rail,3077.1,30,Automotive Components,4.1,85857.14
Kochi,Visakhapatnam,2486.4,Road,3862.8,3,Pharmaceuticals,3.8,409396.52
Delhi,Pune,2439.1,Road,3759.3,32,Automotive Components,7.3,391040.43
